arm,doc_id,field,truth_present,truth_value,predicted_value,abstained,emitted,confidence,grounded,requires_normalisation,strict_correct,canonical_correct,span_exact,span_iou,n_iters,reason,seed
heuristic,1500,invoice_id,True,BILL-34867,BILL-34867,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1500,invoice_date,True,2024-02-23,23/02/2024,False,True,1.0,True,True,False,True,True,1.0,0,,2
heuristic,1500,due_date,True,2024-03-08,2024-03-08,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1500,vendor_name,True,Westfield Systems PLC,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1500,po_number,True,ORD-90568,ORD-90568,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1500,subtotal,True,"EUR 24,238.17","EUR 24,238.17",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1500,tax,True,"EUR 4,847.63","EUR 4,847.63",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1500,total,True,"EUR 29,085.80","EUR 29,085.80",False,True,0.43795620437956206,True,False,True,True,True,1.0,0,,2
heuristic,1501,invoice_id,True,IN-66619,IN-66619,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1501,invoice_date,True,2023-06-17,2023-06-17,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1501,due_date,True,2023-07-08,2023-07-08,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1501,vendor_name,True,Silverpine Industrial SA,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1501,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,2
heuristic,1501,subtotal,True,$ 24985.45,$ 24985.45,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1501,tax,True,$ 1249.27,$ 1249.27,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1501,total,True,$ 26234.72,$ 26234.72,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1502,invoice_id,True,DOC-66319,DOC-66319,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1502,invoice_date,True,2025-03-30,2025-05-29,False,True,0.6666666666666666,True,False,False,False,False,0.31675714975593755,0,,2
heuristic,1502,due_date,True,2025-05-29,2025-05-29,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1502,vendor_name,True,Halcyon Technical LLC,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1502,po_number,True,PO-15366,PO-15366,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1502,subtotal,True,"EUR 21,552.76","EUR 21,552.76",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1502,tax,True,"EUR 2,155.28","EUR 2,155.28",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1502,total,True,"EUR 23,708.04","EUR 23,708.04",False,True,0.43795620437956206,True,False,True,True,True,1.0,0,,2
heuristic,1503,invoice_id,True,IN-24798,IN-24798,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1503,invoice_date,True,2024-06-21,2024-06-21,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1503,due_date,True,2024-07-21,2024-07-21,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1503,vendor_name,True,Thornbury Trading Co,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1503,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,2
heuristic,1503,subtotal,True,"$26,394.47","$26,394.47",False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1503,tax,False,,,True,False,,False,False,True,True,False,,0,no_candidate,2
heuristic,1503,total,True,"$27,714.19","$27,714.19",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1504,invoice_id,True,BILL-39201,BILL-39201,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1504,invoice_date,True,2023-05-06,2023-05-06,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1504,due_date,True,2023-06-20,20th of June 2023,False,True,1.0,True,True,False,True,True,1.0,0,,2
heuristic,1504,vendor_name,True,Halcyon Instruments PLC,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1504,po_number,True,ORD-95653,ORD-95653,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1504,subtotal,True,GBP 19615.21,GBP 19615.21,False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1504,tax,False,,,True,False,,False,False,True,True,False,,0,no_candidate,2
heuristic,1504,total,True,GBP 23538.25,GBP 19615.21,False,True,0.48,True,False,False,False,False,0.04863064591625083,0,,2
heuristic,1505,invoice_id,True,DOC-83953,DOC-83953,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1505,invoice_date,True,2024-08-16,16th of August 2024,False,True,0.6666666666666666,True,True,False,True,True,1.0,0,,2
heuristic,1505,due_date,True,2024-10-15,2024-10-15,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1505,vendor_name,True,Westfield Fabrication Co,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1505,po_number,True,PO-38269,PO-38269,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1505,subtotal,True,"EUR 27,530.56","EUR 27,530.56",False,True,0.5454545454545455,True,False,True,True,True,1.0,0,,2
heuristic,1505,tax,True,"EUR 5,506.11","EUR 5,506.11",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1505,total,True,"EUR 33,036.67","EUR 33,036.67",False,True,0.6666666666666666,True,False,True,True,True,1.0,0,,2
heuristic,1506,invoice_id,True,INV-23896,INV-23896,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1506,invoice_date,True,2023-02-15,2023-02-15,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1506,due_date,True,2023-03-17,17/03/2023,False,True,1.0,True,True,False,True,True,1.0,0,,2
heuristic,1506,vendor_name,True,Granite Technical Inc,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1506,po_number,False,,,True,False,,False,False,True,True,False,,0,no_candidate,2
heuristic,1506,subtotal,False,,,True,False,,False,False,True,True,False,,0,no_candidate,2
heuristic,1506,tax,True,"1,533.48","1,533.48",False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1506,total,True,"16,868.29","16,868.29",False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1507,invoice_id,True,BILL-55882,BILL-55882,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1507,invoice_date,True,2023-08-28,2023-08-28,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1507,due_date,False,,,True,False,,False,False,True,True,False,,0,no_candidate,2
heuristic,1507,vendor_name,True,Silverpine Instruments Inc,,True,False,,False,False,False,False,False,,0,no_candidate,2
heuristic,1507,po_number,True,PO-41743,PO-41743,False,True,1.0,True,False,True,True,True,1.0,0,,2
heuristic,1507,subtotal,True,GBP 20610.43,GBP 20610.43,False,True,0.5454545454545455,True,False,True,True,True,1.0,0,,2
